Prov_Name,Topic,Characteristic,Total
Nunavut,Educational attainment,"   University certificate, diploma or degree",1750
Nunavut,Educational attainment,Total population aged 15 to 24,5590
Nunavut,Educational attainment,"   No certificate, diploma or degree",4465
Nunavut,Educational attainment,   High school certificate or equivalent,760
Nunavut,Educational attainment,   Apprenticeship or trades certificate or diploma,105
Nunavut,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",205
Nunavut,Educational attainment,   University certificate or diploma below the bachelor level,10
Nunavut,Educational attainment,"   University certificate, diploma or degree",50
Nunavut,Educational attainment,Total population aged 25 to 34,4550
Nunavut,Educational attainment,"   No certificate, diploma or degree",2095
Nunavut,Educational attainment,   High school certificate or equivalent,625
Nunavut,Educational attainment,   Apprenticeship or trades certificate or diploma,350
Nunavut,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",830
Nunavut,Educational attainment,   University certificate or diploma below the bachelor level,100
Nunavut,Educational attainment,"   University certificate, diploma or degree",555
Nunavut,Educational attainment,Total population aged 35 to 64,8405
Nunavut,Educational attainment,"   No certificate, diploma or degree",3865
Nunavut,Educational attainment,   High school certificate or equivalent,715
Nunavut,Educational attainment,   Apprenticeship or trades certificate or diploma,860
Nunavut,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",1665
Nunavut,Educational attainment,   University certificate or diploma below the bachelor level,205
Nunavut,Educational attainment,"   University certificate, diploma or degree",1100
Nunavut,Major field of study,Total population 15 years and over,19340
Nunavut,Major field of study,"   No postsecondary certificate, diploma or degree",13190
Nunavut,Major field of study,   Education,800
Nunavut,Major field of study,"   Visual and performing arts, and communications technologies",165
Nunavut,Major field of study,   Humanities,320
Nunavut,Major field of study,   Social and behavioural sciences and law,685
Nunavut,Major field of study,"   Business, management and public administration",1240
Nunavut,Major field of study,   Physical and life sciences and technologies,205
Nunavut,Major field of study,"   Mathematics, computer and information sciences",185
Nunavut,Major field of study,"   Architecture, engineering, and related technologies",1330
Nunavut,Major field of study,"   Agriculture, natural resources and conservation",135
Nunavut,Major field of study,"   Health, parks, recreation and fitness",530
Nunavut,Major field of study,"   Personal, protective and transportation services",550
Nunavut,Major field of study,   Other,10
Nunavut,Location of study,Total population 15 years and over,19340
Nunavut,Location of study,"   No postsecondary certificate, diploma or degree",13195
Nunavut,Location of study,"   Postsecondary certificate, diploma or degree",6150
Nunavut,Location of study,      Inside Canada,5895
Nunavut,Location of study,      Outside Canada,255
Nunavut,Labour force activity,Total population 15 years and over,19340
Nunavut,Labour force activity,   In the labour force,12635
Nunavut,Labour force activity,      Employed,10670
Nunavut,Labour force activity,      Unemployed,1965
Nunavut,Labour force activity,   Not in the labour force,6705
Nunavut,Labour force activity,Participation rate,65.3
Nunavut,Labour force activity,Employment rate,55.2
Nunavut,Labour force activity,Unemployment rate,15.6
Nunavut,Occupation,Total experienced labour force 15 years and over,12080
Nunavut,Occupation,   A  Management occupations,1275
Nunavut,Occupation,"   B  Business, finance and administration occupations",1880
Nunavut,Occupation,   C  Natural and applied sciences and related occupations,415
Nunavut,Occupation,   D  Health occupations,310
Nunavut,Occupation,"   E  Occupations in social science, education, government service and religion",1985
Nunavut,Occupation,"   F  Occupations in art, culture, recreation and sport",640
Nunavut,Occupation,   G  Sales and service occupations,3175
Nunavut,Occupation,"   H  Trades, transport and equipment operators and related occupations",2045
Nunavut,Occupation,   I  Occupations unique to primary industry,215
Nunavut,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",140
Nunavut,Industry,Total experienced labour force 15 years and over,12080
Nunavut,Industry,   Agriculture and other resource-based industries,585
Nunavut,Industry,   Construction,730
Nunavut,Industry,   Manufacturing,155
Nunavut,Industry,   Wholesale trade,95
Nunavut,Industry,   Retail trade,1405
Nunavut,Industry,   Finance and real estate,465
Nunavut,Industry,   Health care and social services,1095
Nunavut,Industry,   Educational services,1535
Nunavut,Industry,   Business services,1500
Nunavut,Industry,   Other services,4510
Nunavut,Unpaid work,Population 15 years and over reporting hours of unpaid work,17965
Nunavut,Unpaid work,Population 15 years and over reporting hours of unpaid housework,17195
Nunavut,Unpaid work,Population 15 years and over reporting hours looking after children without pay,12165
