GEO_NAME,CHARACTERISTIC_NAME,Total
Northwest Territories,            Sinhala (Sinhalese),10
Northwest Territories,            Urdu,140
Northwest Territories,"            Indo-Aryan languages, n.i.e.",20
Northwest Territories,          Iranian languages,40
Northwest Territories,            Baluchi,0
Northwest Territories,            Kurdish,0
Northwest Territories,            Parsi,0
Northwest Territories,            Pashto,0
Northwest Territories,            Persian languages,35
Northwest Territories,              Dari,0
Northwest Territories,              Iranian Persian,30
Northwest Territories,"              Persian (Farsi), n.o.s.",0
Northwest Territories,"            Iranian languages, n.i.e.",0
Northwest Territories,"          Indo-Iranian languages, n.i.e.",0
Northwest Territories,        Italic (Romance) languages,610
Northwest Territories,          Catalan,0
Northwest Territories,          Italian,90
Northwest Territories,          Portuguese,30
Northwest Territories,          Romanian,15
Northwest Territories,          Spanish,505
Northwest Territories,"          Italic (Romance) languages, n.i.e.",0
Northwest Territories,"        Indo-European languages, n.i.e.",0
Northwest Territories,      Japanese,120
Northwest Territories,      Korean,75
Northwest Territories,      Mongolian,0
Northwest Territories,      Niger-Congo languages,250
Northwest Territories,        Akan (Twi),10
Northwest Territories,        Bamanankan,0
Northwest Territories,        Edo,0
Northwest Territories,        3w3,10
Northwest Territories,"        Fulah (Pular, Pulaar, Fulfulde)",0
Northwest Territories,        Ga,0
Northwest Territories,        Ganda,25
Northwest Territories,        Gikuyu,0
Northwest Territories,        Igbo,25
Northwest Territories,        Kinyarwanda (Rwanda),0
Northwest Territories,        Lingala,0
Northwest Territories,        Luba-Kasai,0
Northwest Territories,        M3or3,0
Northwest Territories,        Mwani,0
Northwest Territories,        Ndebele,30
Northwest Territories,        Rundi (Kirundi),0
Northwest Territories,        Shona,80
Northwest Territories,        Soninke,0
Northwest Territories,        Sotho-Tswana languages,0
Northwest Territories,        Swahili,0
Northwest Territories,        Wojenaka,0
Northwest Territories,        Wolof,0
Northwest Territories,        Yoruba,15
Northwest Territories,"        Niger-Congo languages, n.i.e.",65
Northwest Territories,      Nilo-Saharan languages,0
Northwest Territories,        Dinka,0
Northwest Territories,        Nuer,0
Northwest Territories,"        Nilo-Saharan languages, n.i.e.",0
Northwest Territories,"        African, n.o.s.",10
Northwest Territories,      Sign languages,30
Northwest Territories,        American Sign Language,25
Northwest Territories,        Quebec Sign Language,0
Northwest Territories,"        Sign languages, n.i.e.",0
Northwest Territories,      Sino-Tibetan languages,320
Northwest Territories,        Chinese languages,310
Northwest Territories,          Hakka,0
Northwest Territories,          Mandarin,170
Northwest Territories,          Min Dong,0
Northwest Territories,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",15
Northwest Territories,          Wu (Shanghainese),0
Northwest Territories,          Yue (Cantonese),170
Northwest Territories,"          Chinese, n.o.s.",15
Northwest Territories,"          Chinese languages, n.i.e.",0
Northwest Territories,        Tibeto-Burman languages,0
Northwest Territories,          Burmese,10
Northwest Territories,          Kuki-Chin languages,0
Northwest Territories,          Karenic languages,0
Northwest Territories,            S'gaw Karen,0
Northwest Territories,"            Karenic languages, n.i.e.",0
Northwest Territories,          Tibetan,0
Northwest Territories,"          Tibeto-Burman languages, n.i.e.",0
Northwest Territories,"        Sino-Tibetan languages, n.i.e.",0
Northwest Territories,      Tai-Kadai languages,10
Northwest Territories,        Lao,0
Northwest Territories,        Thai,10
Northwest Territories,"        Tai-Kadai languages, n.i.e.",0
Northwest Territories,      Turkic languages,25
Northwest Territories,        Azerbaijani,0
Northwest Territories,        Kazakh,0
Northwest Territories,        Turkish,25
Northwest Territories,        Uyghur,0
Northwest Territories,        Uzbek,0
Northwest Territories,"        Turkic languages, n.i.e.",0
Northwest Territories,      Uralic languages,40
Northwest Territories,        Estonian,0
Northwest Territories,        Finnish,10
Northwest Territories,        Hungarian,30
Northwest Territories,"      Other languages, n.i.e.",10
Northwest Territories,Total - Indigenous identity for the population in private households - 25% sample data,40380
Northwest Territories,  Indigenous identity,20035
Northwest Territories,    Single Indigenous responses,19360
Northwest Territories,      First Nations (North American Indian),12315
Northwest Territories,      M3tis,2890
Northwest Territories,      Inuk3(Inuit),4150
Northwest Territories,    Multiple Indigenous responses,405
Northwest Territories,    Indigenous responses not included elsewhere,270
Northwest Territories,  Non-Indigenous identity,20345
Northwest Territories,Total - Registered or Treaty Indian status for the population in private households - 25% sample data,40380
Northwest Territories,  Registered or Treaty Indian,12550
Northwest Territories,  Not a Registered or Treaty Indian,27830
Northwest Territories,Total - Private households by tenure - 25% sample data,15205
Northwest Territories,  Owner,8140
Northwest Territories,  Renter,7020
Northwest Territories,"  Dwelling provided by the local government, First Nation or Indian band",50
Northwest Territories,Total - Occupied private dwellings by condominium status - 25% sample data,15205
Northwest Territories,  Condominium,1545
Northwest Territories,  Not condominium,13670
Northwest Territories,Total - Occupied private dwellings by number of bedrooms - 25% sample data,15205
Northwest Territories,  No bedrooms,140
Northwest Territories,  1 bedroom,2185
Northwest Territories,  2 bedrooms,3760
Northwest Territories,  3 bedrooms,6215
Northwest Territories,  4 or more bedrooms,2915
Northwest Territories,Total - Occupied private dwellings by number of rooms - 25% sample data,15205
Northwest Territories,  1 to 4 rooms,5565
Northwest Territories,  5 rooms,3485
Northwest Territories,  6 rooms,2325
Northwest Territories,  7 rooms,1560
Northwest Territories,  8 or more rooms,2270
Northwest Territories,Average number of rooms per dwelling,5.4
Northwest Territories,Total - Private households by number of persons per room - 25% sample data,15205
Northwest Territories,  One person or fewer per room,14385
Northwest Territories,  More than one person per room,820
Northwest Territories,Total - Private households by housing suitability - 25% sample data,15205
Northwest Territories,  Suitable,13615
Northwest Territories,  Not suitable,1590
Northwest Territories,Total - Occupied private dwellings by period of construction - 25% sample data,15205
Northwest Territories,  1960 or before,630
Northwest Territories,  1961 to 1980,4485
Northwest Territories,  1981 to 1990,3360
Northwest Territories,  1991 to 2000,3060
Northwest Territories,  2001 to 2005,1270
Northwest Territories,  2006 to 2010,740
Northwest Territories,  2011 to 2015,895
Northwest Territories,  2016 to 2021,770
Northwest Territories,Total - Occupied private dwellings by dwelling condition - 25% sample data,15205
Northwest Territories,  Only regular maintenance and minor repairs needed,12405
Northwest Territories,  Major repairs needed,2800
Northwest Territories,Total - Private households by number of household maintainers - 25% sample data,15205
Northwest Territories,  One-maintainer household,7615
Northwest Territories,  Two-maintainer household,6480
Northwest Territories,  Three-or-more-maintainer household,1110
Northwest Territories,Total - Private households by age of primary household maintainers - 25% sample data,15205
Northwest Territories,  15 to 24 years,480
Northwest Territories,  25 to 34 years,2750
Northwest Territories,  35 to 44 years,3125
Northwest Territories,  45 to 54 years,3035
Northwest Territories,  55 to 64 years,3240
Northwest Territories,  65 to 74 years,1795
Northwest Territories,  75 to 84 years,685
Northwest Territories,  85 years and over,105
Northwest Territories,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",15105
Northwest Territories,  Spending less than 30% of income on shelter costs,13305
Northwest Territories,  Spending 30% or more of income on shelter costs,1805
Northwest Territories,    30% to less than 100%,1580
Northwest Territories,Total - Occupied private dwellings by housing indicators - 25% sample data,15205
Northwest Territories,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',5445
Northwest Territories,    Spending 30% or more of income on shelter costs only,1415
Northwest Territories,    Not suitable only,1130
Northwest Territories,    Major repairs needed only,2180
Northwest Territories,    'Spending 30% or more of income on shelter costs' and 'not suitable',100
Northwest Territories,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',260
Northwest Territories,    'Not suitable' and 'major repairs needed',335
Northwest Territories,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',30
Northwest Territories,  Acceptable housing,9760
Northwest Territories,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",14890
Northwest Territories,  In core need,1955
Northwest Territories,  Not in core need,12930
Northwest Territories,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",8100
Northwest Territories,  % of owner households with a mortgage,60
Northwest Territories,  % of owner households spending 30% or more of its income on shelter costs,8.8
Northwest Territories,  % in core housing need,8.2
Northwest Territories,  Median monthly shelter costs for owned dwellings ($),1740
Northwest Territories,  Average monthly shelter costs for owned dwellings ($),1868
Northwest Territories,  Median value of dwellings ($),352000
Northwest Territories,  Average value of dwellings ($),385200
Northwest Territories,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",7005
Northwest Territories,  % of tenant households in subsidized housing,31.2
Northwest Territories,  % of tenant households spending 30% or more of its income on shelter costs,15.6
Northwest Territories,  % in core housing need,18.9
Northwest Territories,  Median monthly shelter costs for rented dwellings ($),1450
Northwest Territories,  Average monthly shelter costs for rented dwellings ($),1356
Northwest Territories,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",50
Northwest Territories,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",0
